Registro_ANS,CNPJ,Razao_Social,Nome_Fantasia,Modalidade,Logradouro,Numero,Complemento,Bairro,Cidade,UF,CEP,DDD,Telefone,Fax,Endereco_eletronico,Representante,Cargo_Representante,Regiao_de_Comercializacao,Data_Registro_ANS
410420,3.31043E+12,PREV-DONT ODONTOLOGICA LTDA.,PREV-DONT,Odontologia de Grupo,RUA CORONEL. FRANCISCO PEREIRA,385,SALA 02,MESSEJANA,Fortaleza,CE,60840290,85,30771259,4742060,prevdont@gmail.com,JOSÉ ALONSO PALMEIRA DIAS,DIRETOR PRESIDENTE,5,1/21/2000
413267,4.23406E+12,PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,,Medicina de Grupo,AVENIDA BRIGADEIRO LUIZ ANTONIO,3521,14º ANDAR,JARDIM PAULISTA,São Paulo,SP,1401001,1,131479192,131479191,juridico.rs@preventsenior.com.br,EDUARDO FAGUNDES PARRILLO,ADMINISTRADOR,4,3/7/2001
302147,4.61479E+11,PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA,PREVENT SENIOR,Medicina de Grupo,AVENIDA BRIGADEIRO LUIZ ANTÔNIO,3521,15º ANDAR,JARDIM PAULISTA,São Paulo,SP,1401001,11,50700770,33721579,ps.ans@preventsenior.com.br,FERNANDO FAGUNDES PARRILLO,ADMINISTRADOR,4,12/22/1998
421804,2.9628E+13,PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA,PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA,Administradora de Benefícios,RUA ALFERES POLI,1681,,Rebouças,Curitiba,PR,80220050,41,21051370,,wellington.alves@preverbeneficios.com.br,WELLINGTON FRANCISCO ALVES,Diretor,4,9/2/2019
374440,5.62699E+13,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,PREVIDENT,Odontologia de Grupo,Rua Funchal,538,SL 24,Vila Olímpia,São Paulo,SP,4551060,11,33230733,,comercial@prevident.com.br,JOSÉ HERMICESAR BRILHANTE PALMEIRA,ADMINISTRADOR,4,1/5/1999
403636,3.07324E+12,PREVINA ODONTOLOGIA LTDA,PREVINA,Odontologia de Grupo,RUA CAMILO CHAGAS,275,SALA 2,CENTRO,Conchal,SP,13835000,19,38663680,38661448,adm@previnaodonto.com.br,AUGUSTO RAIMUNDO RIBEIRO,ADMINISTRADOR,6,4/19/1999
418307,1.39513E+13,PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.,,Administradora de Benefícios,RUA DA QUITANDA,70,6ª ANDAR - PARTE,CENTRO,Rio de Janeiro,RJ,20011030,21,25090180,,contato@previsaobeneficios.com.br,ERNESTO SAMUEL FLORIANO DA CRUZ CIAMPOLINI,ADMINISTRADOR,4,11/21/2011
416525,8.78778E+12,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,PRIMA VIDA,Odontologia de Grupo,AVENIDA RIO BRANCO,123,SALA 2106 A 2111,CENTRO,Rio de Janeiro,RJ,20040005,21,32994501,,primavida@primavida.com.br,KLÉBER BERNARDES DA SILVA,SÓCIO GERENTE,3,1/30/2008
424161,4.91687E+13,PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.,,Medicina de Grupo,AV JOSE MANARA,450,SALA 201,FIM DO CAMPO,Jarinu,SP,13240000,11,934282221,,jampereira@hnj.com.br,JOSOE AUGUSTO GOMES MARQUES PEREIRA,SOCIO ADMINISTRADOR,,10/14/2024
310522,2.75292E+12,PROASA - PROGRAMA ADVENTISTA DE SAÚDE,ADVENTIST HEALTH,Medicina de Grupo,AV L3 SUL,611,SGAS MOD. 75/76,ASA SUL,Brasília,DF,70200710,51,33451818,33457778,secretaria.proasa@proasa.org.br,GILNEI VIVEIRO DE ABREU,DIRETOR GERAL,3,12/18/1998
424251,5.62111E+13,PROLIFE ADMINISTRADORA  DE SAUDE LTDA,,Administradora de Benefícios,RUA MADRE MARIA VICTORIA,90,SALA 302,CHARITAS,Niterói,RJ,24370035,21,96422522,,mariageraldine@elegibilidadebrasil.org,MARIA GERALDINE COUCEIRO,ADMINISTRADORA,,12/16/2024
326861,1.52149E+13,PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.,PROMEDICA,Medicina de Grupo,RUA SOL NASCENTE,43 ,ED. CENTRO MÉDICO EMPRESARIAL VITRAUX  S,FEDERAÇÃO,Salvador,BA,40210760,71,32719103,32719104,promedica.ans@promedica.com.br,JORGE ANTONIO DUARTE OLIVEIRA,DIRETOR ADMINISTRATIVO-FINANC,3,12/17/1998
417475,5.16284E+13,PRONTO SOCORRO CONDE DE MOREIRA LIMA,CAS - CONTRATO DE ASSISTÊNCIA À SAÚDE,Medicina de Grupo,RUA DOM BOSCO,562,,CENTRO,Lorena,SP,12600100,12,33011408,,gerente.administrativo@caslorena.com.br,MARIO TEIXEIRA DA SILVA,DIRETOR ADMINISTRATIVO,6,8/3/2010
305626,2.26663E+13,PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A,PLANO DE SAUDE SAO LUCAS,Medicina de Grupo,AV. AFONSO PENA,544,SALA 01,CENTRO,Montes Claros,MG,39400098,38,32183000,,ans@saolucas.org,DILSON DE QUADROS GODINHO NETO,PRESIDENTE,5,12/22/1998
301728,2.01686E+13,PRONTOMED PLANOS DE SAÚDE LTDA,PRONTOMED LTDA.,Medicina de Grupo,AV. SETE DE SETEMBRO,1161,,CENTRO,Divinópolis,MG,35500011,37,3.51232E+11,35123209,prontomed@prontomedmg.com.br,WALDEMAR HENRIQUE RAUSCH JUNIOR,SOCIO GERENTE,5,12/23/1998
421383,2.98464E+13,PROPULSÃO PLANOS ODONTOLÓGICOS LTDA,PROPULSÃO PLANOS ODONTOLÓGICOS,Odontologia de Grupo,AV ADVOGADO HORACIO RACCANELLO FILHO,6170,SALA 5,ZONA 01,Maringá,PR,87045200,,,,rodrigo@propulsaodental.com.br,RODRIGO DUENHA PORTA,SÓCIO ADMINISTRADOR,6,9/12/2018
422533,3.53653E+13,PROVER ODONTOLOGIA LTDA,PROVER ODONTO,Odontologia de Grupo,RUA DA PAZ,483,,JARDIM DOS ESTADOS ,Campo Grande,MS,79020250,37,34425831,,ericsson@proversaude.com.br,ERICSSON FLAVIO CAVALCANTI,DIRETOR,3,12/10/2020
422193,3.51486E+13,PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA,,Administradora de Benefícios,AVENIDA SENADOR FEIJÓ,686,SALA 731,VILA MATHIAS,Santos,SP,11015504,13,32240030,,notificacao@prudenteadministradora.com.br,BRAULIO DE SOUSA LIMA,ADMINISTRADOR,6,3/26/2020
422703,3.25432E+13,PS ASSISTENCIA LTDA,MEU DENTISTA,Odontologia de Grupo,Avenida Eldes Scherrer Souza,975,Sala 801,Parque Residencial Laranjeiras,Serra,ES,29165680,27,30655232,,vinicius.franco@meudentista.com.br,EDUARDO LUIZ NASCIMENTO PONTES,Administrador,5,5/11/2021
417173,7.6581E+12,QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.,,Administradora de Benefícios,AVENIDA PAULISTA,1.106,12º ANDAR - PARTE,BELA VISTA,São Paulo,SP,1310914,11,31914081,,juridico_regulatorio_5@qualicorp.com.br,EDUARDO RIBEIRO FARIA DE OLIVEIRA,REPRESENTANTE,1,2/12/2010
419290,1.76984E+13,QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.,QUALICORP,Administradora de Benefícios,AVENIDA PAULISTA,1.106,12º ANDAR -  PARTE,BELA VISTA,São Paulo,SP,1310914,11,31913876,,juridico_regulatorio_5@qualicorp.com.br,EDUARDO RIBEIRO FARIA DE OLIVEIRA,REPRESENTANTE ,2,2/21/2014
417131,1.04567E+13,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ,QUALIDONTO,Odontologia de Grupo,AV. TANCREDO NEVES,620,Salas 1805 e 1806,CAMINHO DAS ÁRVORES,Salvador,BA,41820020,71,32762562,,danilo@qualidonto.com.br,DANILO AUGUSTO SANTOS CASTRO,SOCIO ADMINISTRADOR,5,11/25/2009
420999,2.73235E+13,QUALISAUDE ADMINISTRADORA DE BENEFÍCIOS S/A,QUALISAUDE,Administradora de Benefícios,RUA JOSÉ FRANCISCO DE SOUZA,148,2º ANDAR - SALA 202,ESPLANADA,Colatina,ES,29702640,27,21012847,,diretoria@qualisaudeadm.com.br,BERNARD DE CASTRO DALLA BERNARDINA,REPRESENTANTE LEGAL,3,7/21/2017
421243,2.84009E+13,QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME,QUALITY ADMINISTRADORA,Administradora de Benefícios,RUA IVO PRADO,79,LOJA 107,CAMPO GRANDE,Rio de Janeiro,RJ,23080200,21,20708686,,victordallier@gmail.com,VICTOR GOMES DALLIER,SÓCIO ADMINISTRADOR,,9/11/2018
418170,9.4338E+12,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,QUALLITY PRÓ SAÚDE,Medicina de Grupo,SRTVS QD 701 CONJUNTO L ,38,"BLOCO 01, Nº 38, LOJAS 10 e 20, BLOCO 02",ASA SUL,Brasília,DF,70340906,,,30444408,dir.quallity@quallityprosaude.com.br,MISAEL ALVES DA SILVA,ADMINISTRADOR,4,8/15/2011
419389,1.96795E+13,QV BENEFÍCIOS EM SAÚDE LTDA,QV BENEFÍCIOS,Administradora de Benefícios,RUA DO ROSÁRIO,1,SALA 601,CENTRO,Rio de Janeiro,RJ,20041003,21,22121000,,qvbeneficios@qvsaude.com.br,SERGIO SOUTELINHO DE AMORIM,ADMINISTRADOR,3,5/5/2014
420271,2.52052E+13,R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA,FENIX MEDICAL,Medicina de Grupo,RUA PAULO ANTONIO DO NASCIMENTO,110,QD F - LOTE 08,JARDIM COLINA - PORTAL DA ,Sorocaba,SP,18047400,,,,assistenteadm@fenix.med.br,ADALTON MURARO DELANHESI,SÓCIO ADMINISTRADOR,6,11/8/2016
418196,1.3786E+13,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,Administradora de Benefícios,RUA SETE DE ABRIL,97,11 ANDAR,REPÚBLICA,São Paulo,SP,1043000,,32188500,,caho8@hotmail.com,CAMILA ALEJANDRA HENRIQUEZ OYARCE,SÓCIA ADMINISTRADORA,,9/13/2011
418862,6.87379E+13,RBS PARTICIPAÇÕES S/A,,Autogestão,AV. ÉRICO VERÍSSIMO,400,,MENINO DEUS,Porto Alegre,RS,90160180,51,32186234,,caf@gruporbs.com.br,DEISY BORGES DE OLIVEIRA,REPRESENTANTE LEGAL,,5/16/2013
331317,3.42698E+13,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,,Autogestão,RUA MENA BARRETO,143,,BOTAFOGO,Rio de Janeiro,RJ,22271100,21,25286912,25286938,presidencia@frg.com.br,SÉRGIO WILSON FERRAZ FONTES,REPRESENTANTE LEGAL PERANTE A ANS,4,1/5/1999
423513,4.21152E+13,REAL GRANDEZA SAÚDE,,Autogestão,RUA MENA BARRETO,143,ANDAR 8,BOTAFOGO,Rio de Janeiro,RJ,22271100,,,,rgs@frg.com.br,SÉRGIO WILSON FERRAZ FONTES,REPRESENTANTE LEGAL PERANTE A ANS,,12/26/2022
418773,1.67577E+13,RENASCER ADMINISTRADORA DE BENEFICIOS LTDA,,Administradora de Benefícios,AVENIDA DAS AMERICAS,500,BLOCO 23 SALA 215,BARRA DA TIJUCA,Rio de Janeiro,RJ,22640100,21,35531692,,leonardo@unimedicasaude.com,LEANDRO DA SILVEIRA SANTOS,SÓCIO-ADMINISTRADOR,6,1/11/2013
418692,1.37469E+13,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,Administradora de Benefícios,RUA TREZE DE MAIO,527,SALA AB,CENTRO,Teresina,PI,64001150,86,30852160,32225809,resolveadm@resolveadministradora.com.br,SARA JAMES DA SILVA MENESES,SOCIA ADMINISTRADORA,3,12/10/2012
422878,3.98707E+13,RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA,RG SAÚDE,Administradora de Benefícios,RUA OMAR CINTRA DAMIÃO ,355,,VILA DINIZ,São José do Rio Preto,SP,15013260,17,32238880,,ribeiroegoulart@gmail.com,TIAGO HENRIQUE GOULART,diretor,6,7/9/2021
417149,3.52468E+12,RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA,,Odontologia de Grupo,RUA LUIZ DA CUNHA,736,,VILA TIBéRIO,Ribeirão Preto,SP,14050040,16,36258278,,parceriariberdente@hotmail.com,RONALDO DONISETTI DE OLIVEIRA,SóCIO PROPRIETáRIO - ADMINISTR,6,11/25/2009
421359,2.99108E+13,RIO DOCE SAÚDE,RIO DOCE SAÚDE,Medicina de Grupo,Avenida Presidente Vargas,1198,,Centro,Linhares,ES,29900210,27,21031750,,assessoria@riodocesaude.com.br,DALZISO ANTONIO ARMANI,Presidente,5,8/15/2018
415243,7.15425E+12,RODRIGUES LEIRA ODONTOLOGIA LTDA.,SERMED ODONTO,Odontologia de Grupo,RUA EPITÁCIO PESSOA,1.722,,CENTRO,Sertãozinho,SP,14160180,16,35111601,,joana.odonto@sermedsaude.com.br,ANTONIO CATRUNFO LEIRA,SOCIO DIRETOR,6,8/3/2005
415821,6.79894E+13,ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.,ROPE,Odontologia de Grupo,RUA PEDRO DE TOLEDO,980,CJ.16,VILA CLEMENTINO,São Paulo,SP,4039020,11,55791829,55791829,ropeodontologia@terra.com.br,RONALDO PETITI JUNIOR,DIRETOR,4,11/17/2006
324493,6.92594E+13,S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL,SISTEMA PAULISTA DE ASSISTÊNCIA SAÚDE,Autogestão,RUA MAESTRO CARDIM,1191,8º ANDAR,PARAÍSO,São Paulo,SP,1323001,11,31463131,,spa.ans@spasaude.org.br,RICARDO DE OLIVEIRA GARCIA,SUPERINTENDENTE ,2,12/17/1998
420981,2.71131E+13,S1 OPERADORA DE PLANO DE SAÚDE LTDA,S1 SAÚDE,Medicina de Grupo,SCS QUADRA 03 BLOCO A,107,1º AND SL. 101 ED. ANTONIA A. P. DE SOUS,ASA SUL,Brasília,DF,70303907,61,32215300,,Raquel@s1saude.com.br,RAQUEL SILVA ESPIRITO SANTO DE SOUSA,DIRETORA,4,11/27/2017
418439,1.44529E+13,SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA,,Administradora de Benefícios,RUA CONSELHEIRO CRISPINIANO ,53,10º ANDAR - Conjuntos 101 e 102,REPÚBLICA,São Paulo,SP,1037001,11,35243100,,safelife@safelife.com.br,NILSON LANA MACHADO FILHO,ADMINISTRADOR,4,3/14/2012
423815,5.12128E+13,SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,PLANO SAGRADA SAUDE,Medicina de Grupo,Av Minas Gerais,90,loja 11,Miranda,Araguari,MG,38444128,,,,diretoriaadm@sagradasaude.com.br,PEDRO HENRIQUE OLIVEIRA ASCENCAO,Diretor Jurídico,,1/2/2024
419567,1.96638E+13,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,Administradora de Benefícios,CALçADA ALDEBARã,153,"2º ANDAR, Sl 22, PARTE, CENTRO DE APOIO ",ALPHAVILLE,Santana de Parnaíba,SP,6541055,11,31275400,31275443,LUCIANO@MEZZOPLANEJAMENTO.COM.BR,LUCIANO BASTOS,SóCIO-ADMINISTRADOR,6,10/6/2014
422746,4.00388E+13,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,,Medicina de Grupo,Av Dr José Bonifácio Coutinho Nogueira,150,Térreo,Jd. Madalena,Campinas,SP,13091611,19,981572304,,adilson@salusmedsaude.com.br,JOSÉ ADILSON BONATTO,Diretor,6,5/11/2021
422860,4.1398E+13,SALUTY ADMINISTRADORA DE BENEFICIOS LTDA,,Administradora de Benefícios,Avenida Ator José Wilker,605,bloco B - Sala 659,Jacarepaguá,Rio de Janeiro,RJ,22775024,,,,leonardo@unimedicasaude.com,PABLO DAMIAO DA SILVA SANTOS,SÓCIO ADMINISTRADOR,6,6/14/2021
424421,5.83246E+13,SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA,SALVE SAÚDE,Administradora de Benefícios,Rua do Rosário,01,5º Andar,Centro,Rio de Janeiro,RJ,20041003,21,22112043,,paulo@salvesaude.com.br,PAULO ROBERTO GONZAGA CAMPOS,ADMINISTRADOR,,3/24/2025
415901,4.13699E+13,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,SAME,Medicina de Grupo,RODOVIA 222 - KM 02,S/N,,JARDIM AMÉRICA,Açailândia,MA,65930000,99,35381750,35381038,samemedicina19@gmail.com,FRANCISCO DE ASSIS BANDEIRA,REPRESENTANTE JUNTO A ANS,6,1/29/2007
335614,3.14669E+13,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,MEDSENIOR,Medicina de Grupo,RUA PEDRO FONSECA,170,,MONTE BELO,Vitória,ES,29053280,27,30255505,,samedil@medsenior.com.br,MAELY GUILHERME BOTELHO COELHO FILHO,DIRETOR ADMINISTRATIVO FINANCEIRO,4,12/30/1998
367095,8.45371E+13,SAMEL PLANO DE SAÚDE LTDA,SAMEL,Medicina de Grupo,RUA JOAQUIM NABUCO,1666,,CENTRO,Manaus,AM,69020031,92,21292200,21292256,contabilidade@samel.com.br,LUÍS ALBERTO SALDANHA NICOLAU,DIRETOR EXECUTIVO,5,12/29/1998
422398,3.65677E+13,SAMI ASSISTÊNCIA MÉDICA LTDA,,Medicina de Grupo,ALAMEDA VICENTE PINZON,54,SALAS 11A E 11 B,VILA OLIMPIA,São Paulo,SP,4547130,11,993645067,,nadja.ferreira@samisaude.com,NADJA ARAUJO FERREIRA,GERENTE,4,9/10/2020
340162,4.24256E+13,SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,SAMIG SAÚDE ,Medicina de Grupo,Estrada do Dendê,563,Tauá,ILHA DO GOVERNADOR,Rio de Janeiro,RJ,21920000,21,33839444,,regulacao.ans@samig.com.br,ANDERSON DA SILVA MARQUES,Sócio Administrador,4,12/28/1998
343676,3.37212E+13,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,SAMOC,Medicina de Grupo,RUA SILVIO ROMERO,37,,SANTA TEREZA,Rio de Janeiro,RJ,20230100,21,25088395,25088395,samoc@samoc.com.br,JOSE ROBERTO SCAF,DIRETOR GERAL,4,12/17/1998
342033,2.40328E+12,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,SAMP,Medicina de Grupo,RUA PADRE ANTONIO RIBEIRO PINTO,195,"SALAS 301,401 A 406 ED. GUIZZARDI CENTER",PRAIA DO SUÁ,Vitória,ES,29052290,27,33349000,33258288,assessoriajuridica@samp.com.br,FÁBIO MINAMISAWA HIROTA,REPRESENTANTE,3,12/22/1998
408522,2.47291E+13,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,SASC SANTA CASA DE SAÚDE COMPLEMENTAR,Filantropia,AVENIDA TIRADENTES,389,,CENTRO,São João del Rei,MG,36307346,3,233792000,233792051,ass.adm.santacasa@gmail.com,AGOSTINHO SIMOES COELHO,PROVEDOR,6,9/23/1999
421197,8.22595E+12,SANTA CASA DE MAUÁ SAÚDE,SANTA CASA DE MAUÁ SAÚDE,Medicina de Grupo,AVENIDA DOM JOSÉ GASPAR,168,,MATRIZ,Mauá,SP,9370670,11,55554643,,superintendencia@santacasamaua.org.br,HARRY HORST WALENDY FILHO,PRESIDENTE,5,3/18/2018
345091,5.98492E+13,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,Filantropia,RUA PIRATININGA,1221,,CENTRO,São Joaquim da Barra,SP,14600000,16,38104000,38104022,jadestro@netsite.com.br,ANTONIO LUIS SOARES,PROVEDOR,5,12/24/1998
353264,5.99015E+13,SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE,SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL S,Filantropia,RUA CEL ALIPIO DIAS,620,,CENTRO,São José do Rio Pardo,SP,13720000,19,36084000,36082000,adm@savisa.com.br,EDSON ROBERTO FURLAN,PROVEDOR,6,12/31/1998
342807,2.15757E+13,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,Filantropia,AV. BARÃO DO RIO BRANCO,3353,,PASSOS,Juiz de Fora,MG,36021630,32,32292239,32162557,santacasa@santacasajf.org.br,JOSÉ SEBASTIÃO PEDROSA,PRESIDENTE DO CONS ADM.,5,12/22/1998
306045,7.25476E+13,SANTA CASA DE MISERICÓRDIA DE TUPÃ,PLANO SANTA CASA SAUDE DE TUPÃ,Filantropia,RUA MANOEL FERREIRA DAMIÃO,426,,VILA ABARCA,Tupã,SP,17601901,14,34045555,,administrador@santacasatupa.org.br,CLAUDINES LUCHI ARROYO,PROVEDOR,5,12/28/1998
330116,7.29578E+13,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,SANSAÚDE,Filantropia,RUA MINAS GERAIS,3051,,SANTA ELISA,Votuporanga,SP,15500000,17,34059133,34059133,adm@sansaude.com.br,AMARO RICARDO QUEIROZ RODERO,Provedor,6,12/22/1998
344915,4.4946E+13,SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,SANTA CASA SAÚDE,Filantropia,AV DR. MANOEL FURTADO,235,,CENTRO,Batatais,SP,14300000,16,36601444,36601515,planosaude@santacasabatatais.com.br,MARIA HELENA NORI BOMBONATO,PROVEDORA,5,12/28/1998
422762,5.59905E+13,SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,,Filantropia,RUA TIBIRIÇA,1172,,CENTRO,Ribeirão Preto,SP,14010090,16,39775501,,ans@beneribeiraopreto.com,RICARDO MARQUES,DIRETOR PRESIDENTE,5,5/24/2021
420085,2.30539E+13,SANTA CASA DE SAÚDE - SCS,SCS,Medicina de Grupo,AVENIDA CEZAR HILAL,391,,BENTO FERREIRA,Vitória,ES,29050657,,,,ans@santacasadesaude.com,MARIA DA PENHA RODRIGUES D'AVILA,PROVEDORA,5,3/30/2016
355097,4.32936E+13,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,SANTA HELENA SAÚDE,Medicina de Grupo,RUA BERING,114,,JARDIM DO MAR,São Bernardo do Campo,SP,9750510,11,43481111,43376808,marli.mendes@sham.com.br,ALEXANDRE GINO CAMARGO ZORNIG,Diretor,5,12/18/1998
400190,2.28284E+12,SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.,MEDICAL HEALTH,Medicina de Grupo,RUA DAS FIGUEIRAS,501,,CAMPESTRE,Santo André,SP,9080370,11,28987000,28987000,diretoria@medicalhealth.com.br,MARCELO JOSÉ ISSA,REPRESENTANTE JUNTO À ANS,4,2/8/1999
421758,3.2207E+13,SANUS PLANOS ODONTOLÓGICOS LTDA,SANUS PLANOS ODONTOLÓGICOS ,Administradora de Benefícios,AVENIDA NOSSA SENHORA DA PENHA,595,SALA 1108 TORRE I,SANTA LUCIA,Vitória,ES,29056245,,,,atendimento@vixmed.adm.br,ANTONIO CARLOS GOMES,ADMINISTRADOR,3,4/8/2019
423106,4.00373E+13,SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA,,Medicina de Grupo,Avenida Antônio Carlos Magalhães,3244.0,Empresarial Thomé de Souza Sala 606,Caminho das Arvores,Salvador,BA,41820000,71,35617567,,diretoria.medica@novoplanosaude.com.br,PATRICIA BRANDAO PANTOJA LINS,Sócio administrador,,12/2/2021
409243,3.42493E+12,SAUDE PAS - MEDICINA E ODONTO,SAUDE PAS,Autogestão,RUA JERÔNIMO COELHO,212,2º ANDAR,CENTRO,Porto Alegre,RS,90010240,51,30924800,,saudepas@saudepas.com.br,LUIZ ONOFRE MACHADO MEIRA,PRESIDENTE,4,10/21/1999
424145,5.46988E+13,SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA,SAUDE VIVA ADM,Administradora de Benefícios,AV IPIRANGA,313,10 ANDAR SL 04,REPUBLICA,São Paulo,SP,1046010,11,970794640,,MURILO.AZALI@MAZALICONSULTORIA.COM.BR,MURILO APARECIDO AZALI,SOCIO ADMINISTRADOR,,6/24/2024
423645,4.94815E+13,SAUDIA ASSISTENCIA MÉDICA LTDA,NEXASAUDE,Medicina de Grupo,AVENIDA JOÃO PINHEIRO,639,2º ANDAR,CENTRO,Uberlândia,MG,38400126,34,32396995,,grc@uniparticipacoes.com.br,LIVIA MENDES DE PAULA,DIRETORA SUPERINTENDENTE,,10/30/2023
421154,2.86334E+13,SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,SAÚDE BRASIL,Medicina de Grupo,AL MAMORE,535,"ESCRITÓRIO 1110 , 11º ANDAR ",ALPHAVILLE CENTRO INDUSTRIAL E,Barueri,SP,6454040,71,91353997,,ceo@opsaudebrasil.com.br,JANAINA ARAUJO MASCARENHAS DA SILVA,SÓCIA-ADMINISTRADORA,6,3/18/2018
414310,4.85981E+12,SAÚDE BRB - CAIXA DE ASSISTÊNCIA ,SAÚDE BRB,Autogestão,SETOR DE AUTARQUIAS NORTE ,QUADRA 5,"LOTE C,  TORRE B,  3º ANDAR - CENTRO EMP",ASA NORTE,Brasília,DF,70040250,61,33251666,30359440,diretorsuperintendente@saudebrb.com.br,ELIANE DE FÁTIMA MONTEIRO,DIRETORA SUPERINTENDENTE,4,5/7/2002
423394,2.11644E+13,SAÚDE PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA,,Administradora de Benefícios,Rua Francisco de Assis,555,Apto 301,Recreio Dos Bandeirantes,Rio de Janeiro,RJ,22790530,34,98636348,,contato@admpersona.com.br,CAMILA SANTOS RODRIGUES,Administradora,6,11/21/2022
414930,5.02906E+12,SAÚDE SANTA TEREZA LTDA.,,Medicina de Grupo,RUA JOSÉ PAULINO,1248,ANDAR 8 CONJUNTO 08,CENTRO,Campinas,SP,13013001,19,37334330,37334332,ggprado@terra.com.br,GUILHERME DE MEDEIROS PRADO,DIRETOR,5,8/17/2004
412058,3.97759E+12,SBC SAÚDE LTDA.,SBC SAÚDE ,Medicina de Grupo,RUA BLUMENAU,354,,VILA LEOPOLDINA,São Paulo,SP,5319020,11,26598730,,sbc@saudesbc.com.br,OSWALDO MASSUO AKIMOTO ,SÓCIO-ADMINISTRADOR,4,8/29/2000
421634,2.89538E+13,SD-M OPERADORA DE PLANOS DE SAUDE LTDA,,Medicina de Grupo,ESTRADA INTENDENTE MAGALHÃES,476,,OSWALDO CRUZ,Rio de Janeiro,RJ,21331720,21,24531545,,operadora@sdmoperadora.com.br,LISLEY DOS REIS PAULO,ADMINISTRADORA,4,3/11/2019
358053,3.70354E+13,SELECT OPERADORA DE PLANO DE SAUDE LTDA,SELECT,Medicina de Grupo,RUA 9A,304,QD 18A LT 09,SETOR AEROPORTO,Goiânia,GO,74075250,62,32242808,32125833,planmed@planmed.com.br,AUGUSTO CESAR RAMOS DE ARAUJO,SOCIO/ADMINISTRADOR,5,12/30/1998
